Title,Author,Year,Language,CoverType,Links,Price,Discount
Most Human Human,Brian Christian,2012.0,English,Paperback,https://www.libristo.pl/book/most-human-human.html,57.99,16
Yasuke,Geoffrey Girard,2020.0,English,Paperback,https://www.libristo.pl/book/yasuke_25002676.html,52.86,16
Great Sea,David Abulafia,2014.0,English,Paperback,https://www.libristo.pl/book/great-sea-1322366.html,90.54,14
Scottish Highlands,Andrew Beattie,2014.0,English,Paperback,https://www.libristo.pl/book/scottish-highlands-2559016.html,89.22,5
Deciphering Aztec Hieroglyphs,Gordon Whittaker,2021.0,English,Hardback,https://www.libristo.pl/book/deciphering-aztec-hieroglyphs_33466152.html,130.03,16
Treasures from Sutton Hoo,Gareth Williams,2011.0,English,Paperback,https://www.libristo.pl/book/sutton-hoo-treasure.html,32.17,16
M60 Machine Gun,Kevin Dockery,2012.0,English,Paperback,https://www.libristo.pl/book/m60-machine-gun.html,90.16,10
Palaeolithic Europe,FRENCH  JENNIFER,2021.0,English,Hardback,https://www.libristo.pl/book/palaeolithic-europe_35430250.html,486.93,0
Workers,Sebastiao Salgado,1997.0,English,Paperback,https://www.libristo.pl/book/workers.html,277.25,0
Hannibal and Me,Andreas Kluth,2013.0,English,Hardback,https://www.libristo.pl/book/hannibal-and-me.html,82.1,4
Great Journey,Brian Fagan,2004.0,English,Paperback,https://www.libristo.pl/book/great-journey.html,138.57,0
Gateless Gate,Koun Yamada,2004.0,English,Paperback,https://www.libristo.pl/book/gateless-gate.html,102.88,6
Alpha God,Hector A. Garcia,2015.0,English,Paperback,https://www.libristo.pl/book/alpha-god.html,102.7,0
Heimskringla,Snorri Sturluson,2016.0,English,Paperback,https://www.libristo.pl/book/heimskringla-16110286.html,71.85,4
Understanding the I Ching,Richard Wilhelm,1995.0,English,Paperback,https://www.libristo.pl/book/understanding-the-i-ching.html,142.18,1
Samurai Commanders (2),Stephen Turnbull,2005.0,English,Paperback,https://www.libristo.pl/book/samurai-commanders-5094952.html,90.92,9
Book of Wisdom,Osho Rajneesh,2009.0,English,Paperback,https://www.libristo.pl/book/book-of-wisdom.html,73.55,9
"Catholic Good News Bible (GNB), with illustrations (Schools edition)",-,2014.0,English,Paperback,https://www.libristo.pl/book/catholic-good-news-bible-4486599.html,99.09,0
Essene Gospel of Peace,EDMOND BORD SZEKELY,2018.0,English,Paperback,https://www.libristo.pl/book/the-essene-gospel-of-peace-the-complete.html,181.19,0
Amsterdam,Geert Mak,2001.0,English,Paperback,https://www.libristo.pl/book/amsterdam-4305507.html,57.99,16
World War II: Infographics,"Nicolas Aubin, Vincent Bernard, Nicolas Guillerat",2019.0,English,Hardback,https://www.libristo.pl/book/world-war-ii-infographics_21364264.html,185.94,1
Don Troiani's Civil War Cavalry and Artillery,Earl J. Coates,2006.0,English,Paperback,https://www.libristo.pl/book/don-troiani-s-civil-war-cavalry-and-artillery.html,96.24,0
NIV Pocket Cyan Soft-tone Bible with Zip,New International Version,2013.0,English,Paperback,https://www.libristo.pl/book/niv-pocket-bible-1344288.html,99.09,16
Union Infantryman vs Confederate Infantryman,Ron Field,2013.0,English,Paperback,https://www.libristo.pl/book/union-infantryman-vs-confederate-infantryman.html,90.16,10
Politics,"Aristotle, Benjamin Jowett",2000.0,English,Paperback,https://www.libristo.pl/book/politics-2565483.html,57.04,9
Institutes of the Christian Religion,John Calvin,2008.0,English,Hardback,https://www.libristo.pl/book/institutes-of-the-christian-religion.html,147.5,0
Russian Diary,Anna Politkovskaya,2008.0,English,Paperback,https://www.libristo.pl/book/russian-diary-4019099.html,83.81,16
World of Late Antiquity,Peter Brown,0.0,English,Paperback,https://www.libristo.pl/book/world-of-late-antiquity.html,68.24,16
Seeing That Frees,Rob Burbea,2014.0,English,Paperback,https://www.libristo.pl/book/seeing-that-frees.html,151.58,0
Brief History of China,Jonathan Clements,2019.0,English,Paperback,https://www.libristo.pl/book/a-brief-history-of-china-dynasty-revolution-and-transformation-the-incredible-story-of-the-world-s-oldest-and-most-populous-nation_21139947.html,78.49,16
Simulations,Jean Baudrillard,0.0,English,Paperback,https://www.libristo.pl/book/simulations.html,69.57,5
Habits of a Godly Woman,-,2020.0,English,Hardback,https://www.libristo.pl/book/habits-of-a-godly-woman_25071114.html,58.75,0
Forget Foucault,Jean Baudrillard,2007.0,English,Paperback,https://www.libristo.pl/book/forget-foucault.html,56.28,32
Dutch Girl: Audrey Hepburn and World War II,Luca Dotti,2020.0,English,Paperback,https://www.libristo.pl/book/dutch-girl-audrey-hepburn-and-world-war-ii_28207052.html,94.34,0
Archaeology of Animal Bones,Terry O´Connor,2004.0,English,Paperback,https://www.libristo.pl/book/archaeology-of-animal-bones.html,106.11,15
After Modern Art,"Hopkins, David (Professor of Art History, University of Glasgow)",2018.0,English,Paperback,https://www.libristo.pl/book/after-modern-art.html,104.21,16
Truman,David McCullough,2004.0,English,Paperback,https://www.libristo.pl/book/truman.html,88.74,16
Roman Coins and Their Values Volume 4,David R. Sear,2011.0,English,Hardback,https://www.libristo.pl/book/roman-coins-and-their-values-6614652.html,360.31,0
Concise History of Italy,Christopher Duggan,2013.0,English,Paperback,https://www.libristo.pl/book/a-concise-history-of-italy.html,139.14,0
To Hell and Back,Ian Kershaw,2016.0,English,Paperback,https://www.libristo.pl/book/to-hell-and-back-9931057.html,73.93,15
Memoir Of The Warsaw Uprising,Miron Bialoszewski  Madeline Levine,2015.0,English,Paperback,https://www.libristo.pl/book/memoir-of-the-warsaw-uprising.html,86.27,5
Sekhem Apep,MICHAEL W. FORD,2014.0,English,Paperback,https://www.libristo.pl/book/sekhem-apep.html,83.81,19
German Army Mountain Soldier of World War II,Wade Krawczyk,2009.0,English,Hardback,https://www.libristo.pl/book/german-army-mountain-soldier-of-world-war-ii.html,165.25,0
"French Foreign Legion in Indochina, 1946-1956: History, Uniforms, Headgear, Insignia, Weapons, Equipment",Raymond Guyader,2014.0,English,Hardback,https://www.libristo.pl/book/french-foreign-legion-in-indo-china-1946-1956.html,356.32,10
Jesus the Man,Barbara Thiering,2006.0,English,Paperback,https://www.libristo.pl/book/jesus-the-man-2874964.html,144.65,0
Warsaw Pact Ground Forces,Gordon L. Rottman,1987.0,English,Paperback,https://www.libristo.pl/book/warsaw-pact-ground-forces.html,90.92,9
Nagarjuna's Middle Way,Mark Siderits,2013.0,English,Paperback,https://www.libristo.pl/book/nagarjuna-s-middle-way.html,136.3,5
Margaret of Anjou,Helen E. Maurer,2005.0,English,Paperback,https://www.libristo.pl/book/margaret-of-anjou.html,112.38,10
Being Peace,Thich Nhat Hanh,2005.0,English,Paperback,https://www.libristo.pl/book/being-peace-5013706.html,73.74,6
12 Strong,Doug Stanton,2017.0,English,Paperback,https://www.libristo.pl/book/horse-soldiers-17584452.html,46.98,0
United States Naval Aviation 1911-2014,Michael Green,2015.0,English,Paperback,https://www.libristo.pl/book/united-states-naval-aviation-1911-2014.html,78.49,16
Arms and Armour of the Elizabethan Court,Thom Richardson,2015.0,English,Paperback,https://www.libristo.pl/book/arms-and-armour-of-the-elizabethan-court.html,52.86,16
Dark Night of the Soul,Saint John of the Cross,2010.0,English,Paperback,https://www.libristo.pl/book/dark-night-of-the-soul-8883124.html,94.15,0
Six Healing Sounds,Mantak Chia,2009.0,English,Paperback,https://www.libristo.pl/book/six-healing-sounds.html,99.09,0
Power of a Praying Wife,Stormie Omartian,2014.0,English,Paperback,https://www.libristo.pl/book/power-of-a-praying-wife-6664346.html,78.49,16
Palliative Society - Pain Today,Byung-Chul Han,2021.0,English,Paperback,https://www.libristo.pl/book/palliative-society_33481475.html,83.42,0
Hinduism: A Very Short Introduction,Kim Knott,2016.0,English,Paperback,https://www.libristo.pl/book/hinduism-a-very-short-introduction.html,47.55,16
"Joseph II: Volume 2, Against the World, 1780-1790",Derek Beales,2013.0,English,Paperback,https://www.libristo.pl/book/joseph-ii-volume-2-against-the-world-1780-1790-2052238.html,279.72,0
6th SS Mountain Division Nord at War 1941-1945,Ian Baxter,2018.0,English,Paperback,https://www.libristo.pl/book/6th-ss-mountain-nord-at-war-19411945.html,78.49,16
Illustrated Dictionary of the Gods and Symbols of Ancient Egypt,Manfred Lurker,1982.0,English,Paperback,https://www.libristo.pl/book/illustrated-dictionary-of-the-gods-and-symbols-of-ancient-eg.html,68.05,16
"Tanya, the Masterpeice of Hasidic Wisdom","Zalman M. Schachter-Shalomi, Rami Shapiro",2010.0,English,Paperback,https://www.libristo.pl/book/tanya-the-masterpeice-of-hasidic-wisdom.html,103.07,2
Conceiving God,David Lewis-Williams,2010.0,English,Hardback,https://www.libristo.pl/book/conceiving-god.html,130.03,16
Fort William Henry 1755-57,Ian Castle,2013.0,English,Paperback,https://www.libristo.pl/book/fort-william-henry-1757.html,90.16,10
Infinite Mind,Betty Shine,2000.0,English,Paperback,https://www.libristo.pl/book/infinite-mind.html,61.78,0
"Move On, Move Up",Paula White,2008.0,English,Paperback,https://www.libristo.pl/book/move-on-move-up-turn-yesterday-s-trials-into-today-s-triumphs.html,107.82,0
"Don Troiani's Civil War Zouaves, Chasseurs, Special Branches, & Officers","Don Troiani, Michael J. McAfee, Earl J. Coates",2005.0,English,Paperback,https://www.libristo.pl/book/don-troiani-s-civil-war-zouaves-chasseurs-special-branches-and-officers.html,96.24,0
Husband Hunters,Anne De Courcy,2018.0,English,Paperback,https://www.libristo.pl/book/the-husband-hunters-18342525.html,57.99,16
Chiang Kai-Shek versus Tse-Tung,Philip Jowett,2018.0,English,Paperback,https://www.libristo.pl/book/chiang-kai-shek-versus-tse-tung.html,111.62,2
Practicing Stalinism,J Arch Getty,2013.0,English,Hardback,https://www.libristo.pl/book/practicing-stalinism.html,611.47,0
Fallen Freedom,"Gordon E. Michalson, Jr",2008.0,English,Paperback,https://www.libristo.pl/book/fallen-freedom.html,285.04,0
First Afghan War 1839-42,Richard Macrory,2016.0,English,Paperback,https://www.libristo.pl/book/first-afghan-war-1839-42.html,90.16,10
Armies of the Italian Wars of Unification 1848-70 (2),Gabriele Esposito,2018.0,English,Paperback,https://www.libristo.pl/book/armies-of-the-italian-wars-of-unification-1848-70-2.html,63.11,16
Dhammapada,Thomas Byrom,2008.0,English,Paperback,https://www.libristo.pl/book/dhammapada-4275522.html,41.47,40
When Love Comes to Light,Mary Tyler,2020.0,English,Paperback,https://www.libristo.pl/book/when-love-comes-to-light-bringing-wisdom-from-the-bhagavad-gita-to-modern-life_25359635.html,94.53,6
Thirteen Days: a Memoir of the Cuban Missile Crisis,Arthur Schlesinger Jr,2000.0,English,Paperback,https://www.libristo.pl/book/thirteen-days-a-memoir-of-the-cuban-missile-crisis.html,56.47,31
"Ibrahim Pasha, Grand Vizir of Suleiman the Magnificent",HESTER DONA JENKINS,2017.0,English,Paperback,https://www.libristo.pl/book/ibrahim-pasha-grand-vizir-of-suleiman-t-18283343.html,71.65,12
Philosophy After Nature,Rosi Braidotti,2017.0,English,Paperback,https://www.libristo.pl/book/philosophy-after-nature-15708603.html,331.45,0
Revolution is My Name: An Egyptian Woman's Diary from Eighteen Days in Tahrir,"Mona Prince, Samia Mehrez",2014.0,English,Paperback,https://www.libristo.pl/book/revolution-is-my-name-an-egyptian-woman-s-diary-from-eighte.html,71.47,0
NIV Bible for Journalling and Verse-Mapping,New International Version,2021.0,English,Hardback,https://www.libristo.pl/book/niv-bible-for-journalling-and-verse-mapping_33626381.html,145.41,16
Yinyang,Robin R Wang,2012.0,English,Paperback,https://www.libristo.pl/book/yinyang.html,156.89,0
Mapmakers,John Noble Wilford,2002.0,English,Paperback,https://www.libristo.pl/book/mapmakers.html,104.21,16
Tryptamine Palace,James Oroc,2009.0,English,Paperback,https://www.libristo.pl/book/tryptamine-palace.html,99.09,16
My Grandmother's Hands,Resmaa Menakem,2017.0,English,Paperback,https://www.libristo.pl/book/my-grandmothers-hands.html,89.79,2
Francisco De Osuna,Mary E Giles,0.0,English,Paperback,https://www.libristo.pl/book/francisco-de-osuna.html,191.83,0
Jane Boleyn,Julia Fox,2009.0,English,Paperback,https://www.libristo.pl/book/jane-boleyn.html,57.99,16
Luftwaffe Fighters in the Battle of Britain,Andy Saunders,2015.0,English,Paperback,https://www.libristo.pl/book/luftwaffe-fighters-in-the-battle-of-britain.html,125.85,0
Theosophy,Rudolf Steiner,1994.0,English,Paperback,https://www.libristo.pl/book/theosophy-4175296.html,66.72,25
"Mister God,This is Anna",Fynn,2000.0,English,Paperback,https://www.libristo.pl/book/mister-god-this-is-anna.html,48.87,5
History of Nigeria,Toyin Falola,2008.0,English,Paperback,https://www.libristo.pl/book/history-of-nigeria.html,170.18,0
Fatal Purity,Ruth Scurr,2007.0,English,Paperback,https://www.libristo.pl/book/fatal-purity.html,88.74,16
World Crisis 1911-1918,Winston Chruchill,2007.0,English,Paperback,https://www.libristo.pl/book/world-crisis-1911-1918.html,104.21,16
Warsaw 1944,Robert Forczyk,2009.0,English,Paperback,https://www.libristo.pl/book/warsaw-1944.html,102.88,9
Prince Rupert,Charles Spencer,2008.0,English,Paperback,https://www.libristo.pl/book/prince-rupert.html,68.24,16
South Africa's 'Border War',Gary Baines,2015.0,English,Paperback,https://www.libristo.pl/book/south-africa-s-border-war-9240755.html,331.64,0
Secret of Imagining,Neville Goddard,2015.0,English,Paperback,https://www.libristo.pl/book/secret-of-imagining.html,49.44,0
Behold the Beauty of the Lord,Henri J. M. Nouwen,2007.0,English,Paperback,https://www.libristo.pl/book/behold-the-beauty-of-the-lord.html,85.32,0
Syria,John McHugo,2015.0,English,Paperback,https://www.libristo.pl/book/syria-9088456.html,52.1,24
Yoga Sutras of Patanjali,Charles Johnston,2020.0,English,Paperback,https://www.libristo.pl/book/the-yoga-sutras-of-patanjali-the-book-of-the-spiritual-man_22467436.html,39.76,16
What Went Wrong?,Bernard Lewis,2002.0,English,Paperback,https://www.libristo.pl/book/what-went-wrong-4151947.html,52.86,16
Spitfire!,Brian Lane,2009.0,English,Paperback,https://www.libristo.pl/book/spitfire.html,52.86,16
Trusting God Day by Day,Joyce Meyer,2015.0,English,Paperback,https://www.libristo.pl/book/trusting-god-day-by-day.html,68.24,16
Earliest Europeans - A Year in the Life,Rob Hosfield,2020.0,English,Paperback,https://www.libristo.pl/book/earliest-europeans-a-year-in.html,152.53,1
Selfless Self,Laurence Freeman,2009.0,English,Paperback,https://www.libristo.pl/book/selfless-self.html,92.44,24
"Fragile Nation, Shattered Land",REILLY  JAMES,2018.0,English,Hardback,https://www.libristo.pl/book/fragile-nation-shattered-land.html,155.19,2
Prodigious Birds,Atholl Anderson,2003.0,English,Paperback,https://www.libristo.pl/book/prodigious-birds.html,257.41,0
Usefulness of Useless Knowledge,"Abraham Flexner, Robert Dijkgraaf",2017.0,English,Hardback,https://www.libristo.pl/book/usefulness-of-useless-knowledg.html,47.36,7
Ancient Mexico and Central America,Susan Evans,2013.0,English,Paperback,https://www.libristo.pl/book/ancient-mexico-central-america.html,218.69,0
Russian Aces of World War 1,Victor Kulikov,2013.0,English,Paperback,https://www.libristo.pl/book/russian-aces-of-world-war-1.html,95.67,10
Mr. Churchill's Tank: The British Infantry Tank Mark IV,David Fletcher,1998.0,English,Hardback,https://www.libristo.pl/book/mr-churchill-s-tank.html,246.21,9
Sacred Marriage,Gary L. Thomas,2015.0,English,Paperback,https://www.libristo.pl/book/sacred-marriage-9070862.html,78.49,16
KJV Compact Reference Bible,-,2009.0,English,Hardback,https://www.libristo.pl/book/kjv-compact-reference-bible-2115961.html,112.19,0
Diary of Mary Berg,Mary Berg,2018.0,English,Paperback,https://www.libristo.pl/book/the-diary-of-mary-berg.html,57.99,16
"Jesus Calling, Large Text Brown Leathersoft, with Full Scriptures",Sarah Young,2011.0,English,Hardback,https://www.libristo.pl/book/jesus-calling-6461610.html,129.27,2
Sherman's March to the Sea 1864,David Smith,2007.0,English,Paperback,https://www.libristo.pl/book/sherman-s-march-to-the-sea-1864.html,102.88,9
F-105 Thunderchief MiG Killers of the Vietnam War,Peter Davies,2014.0,English,Paperback,https://www.libristo.pl/book/f-105-thunderchief-mig-killers-of-the-vietnam-war.html,95.67,10
History of the United States,Philip Jenkins,2017.0,English,Paperback,https://www.libristo.pl/book/hist-of-the-us-2017-e-5-e.html,164.87,0
Book Of Angels,Sylvia Browne,2004.0,English,Paperback,https://www.libristo.pl/book/sylvia-browne-s-book-of-angels.html,61.59,23
Great Archaeologists,Paul G. Bahn,2016.0,English,Paperback,https://www.libristo.pl/book/great-archaeologists-5355598.html,73.93,6
Army of Northern Virginia,Philip Katcher,0.0,English,Paperback,https://www.libristo.pl/book/army-of-northern-virginia.html,73.55,9
Keeping Your Kids on God's Side,Natasha Crain,2016.0,English,Paperback,https://www.libristo.pl/book/keeping-your-kids-on-god-s-side.html,78.49,16
How Enlightenment Changes Your Brain,Mark Robert Waldman,2016.0,English,Paperback,https://www.libristo.pl/book/how-enlightenment-changes-your-brain.html,89.79,0
Samurai Armies 1550-1615,Patrick Turnbull,1979.0,English,Paperback,https://www.libristo.pl/book/samurai-armies-1550-1615.html,79.06,9
American Civil War Armies,Philip J Haythornthwaite,1992.0,English,Paperback,https://www.libristo.pl/book/american-civil-war-armies-4169775.html,94.72,6
Aesthetics and Subjectivity,Andrew Bowie,2003.0,English,Paperback,https://www.libristo.pl/book/aesthetics-and-subjectivity.html,104.21,16
Saint Teresa of Avila for Every Day,-,2005.0,English,Paperback,https://www.libristo.pl/book/saint-teresa-of-avila-for-every-day.html,54.19,0
How to Love and be Loved,Paramhansa Yogananda,2018.0,English,Paperback,https://www.libristo.pl/book/ht-love-be-loved.html,71.85,4
Uncrowned Queen,NICOLA TALLIS,2019.0,English,Paperback,https://www.libristo.pl/book/uncrowned-queen_22484370.html,68.24,16
Terry Jones' Barbarians,Terry Jones,2007.0,English,Paperback,https://www.libristo.pl/book/terry-jones-barbarians.html,68.24,16
"English Longbowman, 1330-1515",Clive Bartlett,1995.0,English,Paperback,https://www.libristo.pl/book/english-longbowman-1330-1515.html,84.56,10
Faith is My Armor,Devi Novak,2006.0,English,Paperback,https://www.libristo.pl/book/faith-is-my-armor.html,65.96,4
"Prague, Capital of the Twentieth Century",Derek Sayer,2015.0,English,Paperback,https://www.libristo.pl/book/prague-capital-of-the-twentieth-century.html,142.18,1
Becoming Beauvoir,Kate Kirkpatrick,2019.0,English,Hardback,https://www.libristo.pl/book/becoming-beauvoir.html,205.11,0
Ancient Egypt,David Pickering,2007.0,English,Paperback,https://www.libristo.pl/book/ancient-egypt-4004179.html,32.17,16
From Wilderness to Wonders,Katherine Ruonala,2015.0,English,Paperback,https://www.libristo.pl/book/from-wilderness-to-wonders.html,94.34,0
"Forgotten Holocaust, Third Edition",Richard C Lukas,2012.0,English,Paperback,https://www.libristo.pl/book/forgotten-holocaust-5124686.html,98.52,2
Pray for the World - A New Prayer Resource from Operation World,Patrick Johnstone,2015.0,English,Paperback,https://www.libristo.pl/book/pray-for-the-world.html,114.08,0
Don Troiani's Civil War Militia & Volunteers,"Don Troiani, Michael J. McAfee, Earl J. Coates",2005.0,English,Paperback,https://www.libristo.pl/book/don-troiani-s-civil-war-militia-and-volunteers.html,96.24,0
Aztecs: A Very Short Introduction,Davíd Carrasco,2012.0,English,Paperback,https://www.libristo.pl/book/aztecs-4427235.html,47.55,16
Whirlwind,Barrett Tillman,2011.0,English,Hardback,https://www.libristo.pl/book/whirlwind.html,93.77,0
Rays of the One Light,J.Donald Walters,2000.0,English,Paperback,https://www.libristo.pl/book/rays-of-the-one-light.html,85.7,0
Stilicho: The Vandal Who Saved Rome,Ian Hughes,2015.0,English,Paperback,https://www.libristo.pl/book/stilicho-the-vandal-who-saved-rome-9479767.html,120.35,2
Cistercians in the Middle Ages,"Janet Burton, Julie Kerr",2016.0,English,Paperback,https://www.libristo.pl/book/cistercians-in-the-middle-ages-10926840.html,101.36,9
Open Sore of a Continent,Wole Soyinka,1997.0,English,Paperback,https://www.libristo.pl/book/open-sore-of-a-continent.html,139.9,0
"National Geographic Almanac of World History, 3rd Edition","Patricia S. Daniels, Stephen G. Hyslop",2010.0,English,Hardback,https://www.libristo.pl/book/national-geographic-almanac-of-world-history.html,211.66,0
Cultural Appropriation and the Arts,Young,2010.0,English,Paperback,https://www.libristo.pl/book/cultural-appropriation-and-the-arts.html,300.03,0
Changing Faces of Jesus,Geza Vermes,2001.0,English,Paperback,https://www.libristo.pl/book/changing-faces-of-jesus.html,83.81,16
Flags of the Napoleonic Wars (1),Terence Wise,1990.0,English,Paperback,https://www.libristo.pl/book/flags-of-the-napoleonic-wars.html,68.24,16
Ethics and the Limits of Philosophy,Bernard Williams,2011.0,English,Paperback,https://www.libristo.pl/book/ethics-and-the-limits-of-philosophy.html,206.44,0
Over the Top,Zig Ziglar,2007.0,English,Paperback,https://www.libristo.pl/book/over-the-top-4694419.html,87.03,0
Prehistory,Colin Renfrew,2009.0,English,Paperback,https://www.libristo.pl/book/prehistory-the-making-of-the-human-mind.html,98.9,0
Union River Ironclad 1861-65,Angus Konstam,2002.0,English,Paperback,https://www.libristo.pl/book/union-river-ironclad-1861-65.html,94.72,6
History of Armenia,S Payaslian,2008.0,English,Paperback,https://www.libristo.pl/book/history-of-armenia.html,676.11,0
Hoofprint of the Ox,Master Sheng-yen,2002.0,English,Paperback,https://www.libristo.pl/book/hoofprint-of-the-ox.html,207.01,0
Philosophy in Minutes,Marcus Weeks,2014.0,English,Paperback,https://www.libristo.pl/book/philosophy-in-minutes.html,54.0,14
Morality,Jonathan Sacks,2020.0,English,Hardback,https://www.libristo.pl/book/morality-19528858.html,104.21,16
Nieuport Aces of World War 1,Norman L. R. Franks,2000.0,English,Paperback,https://www.libristo.pl/book/nieuport-aces-of-world-war-1.html,102.88,9
Art of War,Sun Tzu,2011.0,English,Paperback,https://www.libristo.pl/book/art-of-war-8800470.html,50.2,0
Instant Zen,Foyen,1994.0,English,Paperback,https://www.libristo.pl/book/instant-zen.html,77.92,5
US Mechanized Infantryman in the First Gulf War,Gordon Rottman,2009.0,English,Paperback,https://www.libristo.pl/book/us-mechanized-infantryman-in-the-first-gulf-war.html,84.56,10
"Eagles over the Sea, 1935-42",Lawrence Paterson,2019.0,English,Hardback,https://www.libristo.pl/book/eagles-over-the-sea-luftwaffe-maritime-operations-1939-1942_22237050.html,253.24,16
Nietzsche and Soviet Culture,Bernice Glatzer Rosenthal,2010.0,English,Paperback,https://www.libristo.pl/book/nietzsche-and-soviet-culture.html,251.72,0
Union Monitor 1861-65,Angus Konstam,2002.0,English,Paperback,https://www.libristo.pl/book/union-monitor-1861-65.html,79.06,9
"So, You Think You're Clever?",John Farndon,2015.0,English,Paperback,https://www.libristo.pl/book/do-you-still-think-you-re-clever-9245334.html,52.86,16
"How to Have Courage, Calmness and Confidence",Paramahansa Yogananda,2010.0,English,Paperback,https://www.libristo.pl/book/how-to-have-courage-calmness-and-confidence.html,71.85,4
Speak Life,Katherine Ruonala,2019.0,English,Paperback,https://www.libristo.pl/book/speak-life_22633504.html,80.77,0
Voices from Stalingrad,JONATHAN BASTABLE,2019.0,English,Paperback,https://www.libristo.pl/book/voices-from-stalingrad_21028113.html,98.52,2
"Four Gospels Harmonized and Translated, Volumes 1-2",LEO TOLSTOY GRAF,2018.0,English,Paperback,https://www.libristo.pl/book/the-four-gospels-harmonized-and-translat_22003266.html,136.87,38
Algerian War 1954-62,Mike Chappell,1997.0,English,Paperback,https://www.libristo.pl/book/algerian-war-1954-62.html,73.55,9
American Civil War Commanders,Philip Katcher,2003.0,English,Paperback,https://www.libristo.pl/book/american-civil-war-commanders-4851628.html,90.92,9
Kings & Queens of England,Nicholas Best,2011.0,English,Hardback,https://www.libristo.pl/book/kings-and-queens-of-england-4049684.html,34.07,33
Nineteenth Century,T.C.W. Blanning,2000.0,English,Paperback,https://www.libristo.pl/book/nineteenth-century-2536522.html,144.65,12
Just as I Am,Billy Graham,2007.0,English,Paperback,https://www.libristo.pl/book/just-as-i-am-4488974.html,123.58,0
In Search of Kazakhstan,Christopher Robbins,2008.0,English,Paperback,https://www.libristo.pl/book/in-search-of-kazakhstan.html,57.99,16
Jesus Christus,Romano Guardini,2012.0,English,Paperback,https://www.libristo.pl/book/jesus-christus-4747982.html,77.92,0
"Ajax, The Dutch, The War",Simon Kuper,2011.0,English,Paperback,https://www.libristo.pl/book/ajax-the-dutch-the-war.html,52.86,16
Life With The Holy Spirit,Katherine Ruonala,2017.0,English,Paperback,https://www.libristo.pl/book/life-with-the-holy-spirit-walk-in-fellowship-and-power-with-the-third-person-of-the-trinity.html,78.11,5
Catholic Study Bible,-,2016.0,English,Paperback,https://www.libristo.pl/book/catholic-study-bible-1003059.html,192.01,0
Omm Sety's Abydos,Eady D.L.,1983.0,English,Paperback,https://www.libristo.pl/book/omm-seti-s-abydos.html,106.68,0
Oxford History of the Twentieth Century,-,1998.0,English,Hardback,https://www.libristo.pl/book/oxford-history-of-the-twentieth-century.html,256.09,0
Nietzsche,Alexander Nehamas,1990.0,English,Paperback,https://www.libristo.pl/book/nietzsche-4636292.html,196.95,0
Tarot Journal (Glossy Cover),Tools Divination Tools,2019.0,English,Paperback,https://www.libristo.pl/book/tarot-journal-softcover_24879855.html,89.79,0
NIV Thinline Value Hardback Bible,New International Version,2015.0,English,Hardback,https://www.libristo.pl/book/niv-thinline-value-hardback-bible.html,44.7,15
Yasha Ahayah Bible Scriptures (YABS) Study Bible,-,2017.0,English,Paperback,https://www.libristo.pl/book/yasha-ahayah-bible-scriptures-yabs-study-bible-large-print-edition.html,699.55,0
Boundless Awakening,Shamar Rinpoche,2020.0,English,Paperback,https://www.libristo.pl/book/boundless-awakening-the-heart-of-buddhist-meditation_22300921.html,40.14,10
"Spain and Its World, 1500-1700",J. H. Elliott,1990.0,English,Paperback,https://www.libristo.pl/book/spain-and-its-world-1500-1700.html,163.54,18
Corpus Iuris Civilis Romani,DENIS GODEFROY,2017.0,English,Paperback,https://www.libristo.pl/book/corpus-iuris-civilis-romani-in-quatuor.html,75.26,12
Mystery of Christ: Life in Death  T,John Behr,2006.0,English,Paperback,https://www.libristo.pl/book/mystery-of-christ-6614471.html,65.39,33
Czechs and the Lands of the Bohemian Crown,Hugh LeCaine Agnew,2004.0,English,Paperback,https://www.libristo.pl/book/czechs.html,119.21,5
Rene Descartes: Principles of Philosophy,R.P. Miller,0.0,English,Paperback,https://www.libristo.pl/book/rene-descartes-principles-of-philosophy-1971161.html,884.93,10
British Postcards of the First World War,Peter Doyle,2010.0,English,Paperback,https://www.libristo.pl/book/british-postcards-of-the-first-world-war.html,43.75,23
GREEK LITERATURE,COLUMBIA UNIVERSITY.,2016.0,English,Hardback,https://www.libristo.pl/book/greek-literature-14322790.html,141.23,3
Gesta Francorum et aliorum Hierosolimitanorum,Rosalind Hill,0.0,English,Hardback,https://www.libristo.pl/book/gesta-francorum-et-aliorum-hierosolimitanorum.html,1063.29,0
Historical-critical Introduction to the Philosophy of Mythology,-,2008.0,English,Paperback,https://www.libristo.pl/book/historical-critical-introduction-to-the-philosophy-of-mythology-4702965.html,143.13,11
New Method of Horsemanship,"Francois Baucher, Fairman Rogers Collection Pu",2018.0,English,Hardback,https://www.libristo.pl/book/new-method-of-horsemanship_20703452.html,109.91,15
Florence Nightingale,Irene Cooper Willis,2018.0,English,Paperback,https://www.libristo.pl/book/florence-nightingale_22058551.html,82.48,38
Chess Fundamentals,Jose Raul Capablanca,2018.0,English,Hardback,https://www.libristo.pl/book/chess-fundamentals_22064319.html,124.15,38
Essential Writings,Mahátma Gándhí,2008.0,English,Paperback,https://www.libristo.pl/book/essential-writings-4030151.html,52.67,24
Embracing the Good News,Billy Graham,2007.0,English,Paperback,https://www.libristo.pl/book/telling-the-good-news.html,40.9,30
